,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
21,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4653.569105691057,2650.089430894309,1721.8373983739837,0.0,512.9268292682926,7.472682926829268,4.255447154471544,2.7647967479674795,8236.764227642276,58.52211382113812,62273.0,1308.8200000000038,0.0,0.0,0.0,50669.315000000104,0.0,139.54700000000008,13.0,0.0,0.0,0.0,0.0,82.5900000000001,0.0
22,Bhutan,408.7990867579909,2.958904109589041,2.9025114155251126,0.2968036529680365,0.00228310502283105,0.002285388127853881,529.7988127853886,3.8347374429223775,3.761559360730589,0.38465753424657545,0.002958904109589041,0.0029566210045662102,0.5452511415525114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.6004566210045,213320.47260273973,276.46079680365307,1.99529908675799,1680.8219178082193,2.178319634703198,0.00219178082191781,1719.6333333333334,50768.824200913245,50768.824200913245,0.0,1099.5639269406392,1695.9931506849316,6.579520547945204,6.579520547945204,0.0,2197.98401826484,70.790228310502,771612.0,21.188000000000088,28.60000000000022,4.885000000000002,2.9770000000000056,8708.597000000043,1.5,217.06600000000142,9.75,0.0,0.0,79.8070000000005,1.7000000000000086,71.77999999999959,0.6539999999999977
23,Bolivia,131960.96535796768,773.2655889145497,756.1781824480374,6515.274826789839,31.330254041570438,30.964715935334873,11304.774905311777,66.2437713625866,64.77993995381063,558.147739030023,2.683986143187066,2.6526651270207844,1.0414780600461886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.2401847575056,359515.9237875289,30.798863741339513,0.24579676674364898,2946.5450346420325,0.2524041570438799,0.2744064665127024,4.881755196304854,78056.96304849884,56335.67898383372,21684.24480369515,2190.718244803695,2461.3140877598153,0.6685912240184757,0.48270207852193986,0.18584295612009247,210.84757505773672,64.48709006928374,11673029.0,10.20200000000012,25.399999999999796,6.704000000000027,4.393000000000018,6885.82899999995,7.099999999999945,204.29899999999932,6.88999999999999,0.0,0.0,25.382999999999853,1.1000000000000085,71.50999999999935,0.7179999999999999
24,Bonaire Sint Eustatius and Saba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7391.0,5726.0,1665.0,0.0,0.0,28.19,21.84,6.35,0.0,0.0,26221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.79,0.0
25,Bosnia and Herzegovina,65642.46013667426,461.25284738041,460.20726879271086,2463.4510250569474,20.61731207289294,20.438325740318906,20007.973669703864,140.5909293849658,140.27224829157166,750.8655740318904,6.284211845102505,6.229628701594528,1.0547608200455576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.382687927107,264924.47608200455,80.74959225512531,0.4405535307517086,2153.98861047836,0.6565512528473804,0.16254441913439646,10.50250569476082,276.68337129840546,368.19134396355355,52.85649202733485,0.0,209.55808656036447,0.008451025056947609,0.01123006833712984,0.0016173120728929385,63.86104783599089,52.61621867881547,3280815.0,68.49599999999943,42.5,16.569000000000162,10.710999999999942,11713.894999999931,0.20000000000000162,329.6349999999988,10.07999999999995,30.2000000000002,47.70000000000039,97.16399999999969,3.5,77.40000000000063,0.7799999999999939
26,Botswana,13129.07729468599,122.70531400966183,119.69362077294686,140.17149758454107,1.8695652173913044,1.8309927536231894,5582.9808768115945,52.1789347826087,50.8982608695652,59.60614251207729,0.795,0.7785096618357485,0.8207971014492759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0700483091788,804.0700483091788,0.0,0.0,137.03623188405797,0.034202898550724635,0.034202898550724635,0.0,58.272946859903385,59.41077294686,2351625.0,4.04400000000003,25.799999999999926,3.941000000000017,2.2419999999999867,15807.373999999896,0.0,237.37200000000186,4.8099999999999605,5.700000000000004,34.39999999999976,0.0,1.7999999999999914,69.59000000000013,0.7350000000000076
27,Brazil,5503992.22818792,35027.720357941835,34664.99746532438,150387.1812080537,976.5928411633109,966.3221565995523,25893.90069798657,164.7902505592841,163.0838076062641,707.5065771812082,4.594442953020133,4.546134228187919,1.108680089485459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113881.22818791946,0.5357606263982103,0.0,9699.366890380314,0.0456331096196868,0.0,0.0,4571651.55033557,3346657.2326621925,1224692.7561521253,110591.47203579418,114719.31319910515,2.1507606263982098,1.574496644295302,0.5760626398210292,539.7136465324385,65.45024608501122,212559409.0,25.04000000000021,33.5,8.55200000000004,5.059999999999959,14103.451999999887,3.4000000000000186,177.9610000000003,8.110000000000031,10.099999999999975,17.899999999999853,0.0,2.200000000000018,75.88000000000022,0.7649999999999917
28,Brunei,157.21149425287356,0.5333333333333333,0.5123678160919543,2.547126436781609,0.006896551724137931,0.006903448275862065,359.35445287356316,1.2191195402298842,1.1711724137931048,5.821958620689639,0.015765517241379312,0.015786206896551726,0.22710344827586199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.31724137931035,65.33563218390805,1.9816091954022987,0.7816091954022989,36.92183908045977,0.015402298850574713,0.014942528735632184,0.00045977011494252877,84.38390804597701,41.58875862068992,437483.0,81.34700000000078,32.399999999999764,4.590999999999952,2.381999999999977,71809.25099999929,0.0,201.28500000000213,12.789999999999967,2.0,30.899999999999764,0.0,2.700000000000022,75.8600000000004,0.8380000000000035
29,Bulgaria,118183.05963302753,951.5344036697247,948.6255000000001,4532.155963302752,39.777522935779814,39.49575688073395,17008.562293577983,136.94208715596335,136.52342201834858,652.2547201834861,5.724711009174311,5.684146788990827,1.0477293577981648,232.4380733944954,33.45182798165136,2887.6399082568805,415.58075000000025,0.0,0.0,0.0,0.0,4997.598623853211,750332.7729357798,107.98570642201841,0.7192224770642204,6008.967889908256,0.8648142201834859,0.11196330275229366,15.426834862385329,113491.81880733946,85700.91513761468,27790.903669724772,2595.711009174312,2490.644495412844,1.6333944954128443,1.2333715596330277,0.40018348623853206,358.4380733944954,49.33314220183504,6948445.0,65.18000000000023,44.70000000000037,20.8010000000001,13.27199999999995,18563.307000000026,1.5,424.6879999999968,5.809999999999957,30.10000000000023,44.400000000000006,0.0,7.454000000000044,75.04999999999949,0.8159999999999943
30,Burkina Faso,4811.827188940092,30.868663594470046,30.85318894009217,78.78801843317973,0.3778801843317972,0.3779170506912444,230.1948640552997,1.476769585253456,1.4759953917050688,3.7691013824884694,0.018119815668202772,0.018163594470046073,0.9504838709677425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72168202764954,20903278.0,70.15100000000069,17.600000000000136,2.4089999999999954,1.3579999999999959,1703.101999999994,43.70000000000036,269.04799999999847,2.4199999999999844,1.6000000000000127,23.899999999999807,11.877000000000054,0.4000000000000032,61.58000000000063,0.4519999999999986
31,Burundi,1061.4769975786926,10.525423728813559,10.35524939467313,2.0,0.014527845036319613,0.01454237288135593,89.26884745762706,0.8851622276029057,0.8707675544794184,0.16814043583535118,0.0012203389830508474,0.0012203389830508472,0.7450605326876522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74820823244551,11890781.0,423.0620000000031,17.5,2.5620000000000065,1.5040000000000098,702.2250000000015,71.70000000000049,293.06799999999936,6.050000000000007,0.0,0.0,6.143999999999961,0.8000000000000062,61.580000000000574,0.4330000000000004
32,Cambodia,1359.0083857442348,47.262054507337524,44.958109014675046,7.436058700209643,0.3228511530398323,0.3015828092243186,81.28547379454928,2.8268679245283024,2.689088050314466,0.4447631027253669,0.019310272536687635,0.01804612159329141,0.5524528301886793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215646.2893081761,144805.7358490566,70840.5534591195,6607.211740041928,6652.316561844864,1.2897693920335431,0.8661006289308176,0.42368972746331235,397.8825995807128,44.77670859538788,16718971.0,90.67199999999923,25.600000000000218,4.412000000000018,2.3849999999999922,3645.0700000000124,0.0,270.89200000000346,4.0,2.0,33.70000000000029,66.22899999999954,0.8000000000000068,69.81999999999975,0.5939999999999956
33,Cameroon,23773.429223744293,171.1095890410959,171.10697488584466,417.9429223744292,2.6301369863013697,2.6301461187214623,895.5606027397284,6.445819634703195,6.445712328767119,15.744178082191802,0.09907990867579908,0.09914155251141528,0.7748630136986318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.37671232876713,125.31506849315069,2.0616438356164384,0.91324200913242,87.2351598173516,0.0004794520547945206,0.0004566210045662101,0.0,3.2990867579908674,44.65579908675786,26545864.0,50.884999999999714,18.800000000000125,3.16499999999998,1.9189999999999894,3364.9259999999827,23.799999999999944,244.6609999999972,7.1999999999999575,0.0,0.0,2.7349999999999954,1.3000000000000025,59.29000000000058,0.5629999999999952
