,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
34,Canada,370496.43305439333,2807.9623430962342,2773.1434644351466,11276.617154811716,52.22594142259414,51.96024686192469,9816.5145167364,74.39854811715483,73.4760020920502,298.78039958158985,1.3836945606694577,1.3767050209205032,1.0103347280334722,413.3347280334728,10.951543933054385,1801.5669456066946,47.73352719665272,0.0,0.0,0.0,0.0,70041.91004184101,11054035.677824268,292.88296652719646,1.8557887029288693,69298.2259414226,1.8360962343096237,0.03661506276150628,46.991422594142314,1499505.2343096235,1337081.8723849372,159804.25313807532,39342.88284518829,37014.983263598326,3.9729288702928858,3.542719665271966,0.4234937238493724,980.7364016736402,63.356087866108645,37742157.0,4.037000000000023,41.40000000000004,16.984000000000158,10.79699999999993,44017.59099999964,0.5,105.5990000000002,7.369999999999924,12.0,16.600000000000144,0.0,2.5,82.43000000000025,0.9289999999999898
35,Cape Verde,8463.33962264151,66.7004716981132,65.08861556603773,81.6627358490566,0.5919811320754716,0.5748514150943398,15222.16241037736,119.96746933962261,117.06838443396221,146.8785943396226,1.0648301886792444,1.033931603773586,0.976839622641509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.20047169811323,0.0,0.0,0.590294811320755,150.50471698113208,0.2707099056603774,0.05582783018867919,2.6945754716981134,55.429245283018865,49.136792452830186,6.2924528301886795,0.0,50.04245283018868,0.009952830188679245,0.008820754716981133,0.0011320754716981133,89.96462264150944,65.84971698113186,555988.0,135.58000000000123,25.700000000000085,4.460000000000024,3.4369999999999763,6222.554000000003,0.0,182.2189999999986,2.419999999999982,2.1000000000000147,16.5,0.0,2.1000000000000147,72.97999999999962,0.6649999999999996
36,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10465.714285714286,5967.178571428572,3943.5214285714287,69.31428571428572,520.6928571428572,15.924499999999998,9.079857142857142,6.000357142857142,7922.807142857143,0.0,65720.0,256.4959999999994,0.0,0.0,0.0,49903.029000000075,0.0,0.0,13.220000000000022,0.0,0.0,0.0,0.0,83.92000000000006,0.0
37,Central African Republic,3944.5268065268065,16.004662004662006,15.939074592074595,49.73659673659674,0.22144522144522144,0.22082051282051296,816.7120909090918,3.3137459207459186,3.3001911421911436,10.297904428904408,0.04583916083916087,0.045759906759906654,0.5707459207459208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5547785547785549,1.5547785547785549,0.0,0.0,0.0,2.331002331002331e-05,2.331002331002331e-05,0.0,0.0,39.11097902097898,4829764.0,7.478999999999952,18.300000000000125,3.6549999999999776,2.2509999999999835,661.2399999999961,0.0,435.72700000000344,6.099999999999952,0.0,0.0,16.60300000000005,1.0,53.27999999999988,0.3969999999999995
38,Chad,1940.4,11.538823529411765,11.52101647058824,92.65176470588236,0.40705882352941175,0.4061058823529414,118.13081647058826,0.7025199999999999,0.7013811764705887,5.640604705882348,0.024818823529411747,0.024694117647058863,0.8588705882352955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16002352941147,16425859.0,11.83299999999998,16.69999999999988,2.485999999999995,1.4460000000000146,1768.1530000000107,38.39999999999974,280.9949999999985,6.099999999999952,0.0,0.0,5.8180000000000245,0.0,54.24000000000032,0.3979999999999982
39,Chile,482768.94666666666,2871.3244444444445,2830.475226666667,11945.962222222222,62.07555555555555,61.39905777777778,25254.42919999998,150.2036644444445,148.06675555555552,624.912731111111,3.2472600000000003,3.2118644444444433,1.0551333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30842.31777777778,4545912.655555556,237.8040911111112,1.613413333333334,30414.137777777778,1.591024444444445,0.10242888888888893,10.434444444444452,2036608.848888889,1287545.9155555556,749062.9333333333,36823.36888888889,36319.142222222225,10.653911111111112,6.735533333333336,3.918200000000001,1899.9177777777777,74.91108888888829,19116209.0,24.28199999999989,35.39999999999974,11.087000000000073,6.9380000000000654,22767.036999999906,1.3000000000000012,127.99300000000062,8.460000000000031,34.20000000000027,41.5,0.0,2.1100000000000114,80.18000000000025,0.8509999999999992
40,China,87687.35892116182,212.0767634854772,210.4099149377593,4309.230290456431,10.018672199170124,9.977537344398353,60.92261410788382,0.1473547717842327,0.14616390041493824,2.993956431535269,0.006977178423236483,0.006881742738589184,1.012655601659751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518672.1991701245,0.36035684647302907,0.0,0.0,0.0,0.0,0.0,26123779.46058091,0.0,0.0,708570.5394190871,788341.8838174274,1.8150622406639005,0.0,0.0,547.6970954356847,71.07531120331953,1439323774.0,147.6739999999994,38.70000000000035,10.640999999999964,5.929000000000048,15308.712000000087,0.6999999999999937,261.8990000000019,9.739999999999881,1.8999999999999848,48.400000000000254,0.0,4.339999999999968,76.9100000000003,0.7610000000000052
41,Colombia,1087998.5159817352,7149.337899543379,7040.4259817351685,29590.618721461185,186.7785388127854,183.27824200913236,21382.406634703188,140.5057853881279,138.3653310502283,581.5436552511417,3.6707716894977165,3.6019337899543387,1.0892237442922368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35423.29452054795,5386919.043378996,105.86897488584479,0.6961552511415522,34901.42465753425,0.6859269406392694,0.1711803652968036,3.8691780821917776,415398.08447488584,290499.8904109589,114284.79680365296,11912.90410958904,16080.94292237443,0.8163470319634705,0.5709360730593607,0.22465753424657536,316.0570776255708,75.79235159817364,50882884.0,44.22300000000024,32.20000000000023,7.646000000000054,4.3119999999999585,13254.94900000002,4.5,124.23999999999961,7.440000000000045,4.700000000000031,13.5,65.38599999999957,1.7100000000000055,77.29000000000066,0.7669999999999969
42,Comoros,1392.266318537859,10.086161879895561,10.077603133159272,46.391644908616186,0.381201044386423,0.38122193211488253,1601.051493472585,11.598725848563959,11.588822454308094,53.34864751958227,0.4383812010443865,0.4383707571801567,0.7426892950391641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.26370757180158,147.7284595300261,1.5352480417754568,0.0,79.06527415143603,0.017180156657963446,0.01699738903394256,0.00018276762402088774,90.90861618798955,0.0,869595.0,437.35200000000225,20.39999999999986,2.962999999999985,1.7259999999999993,1413.8900000000103,18.100000000000108,261.51600000000207,11.880000000000082,4.400000000000026,23.60000000000017,15.573999999999911,2.200000000000013,64.31999999999977,0.5540000000000016
43,Congo,5007.601398601399,26.44055944055944,26.43826340326341,79.71794871794872,0.34498834498834496,0.3450582750582753,907.4878857808872,4.791610722610723,4.791195804195805,14.446575757575722,0.06250815850815851,0.06259673659673655,0.49319347319347334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.25641025641026,85.84615384615384,36.41025641025641,0.0,55.60839160839161,0.0022144522144522142,0.0015617715617715616,0.0006526806526806528,10.051282051282051,55.37883449883469,5518092.0,15.404999999999957,19.0,3.4020000000000246,2.0629999999999904,4881.405999999971,37.0,344.09399999999965,7.19999999999996,1.700000000000008,52.299999999999585,47.96399999999995,0.0,64.56999999999977,0.5740000000000053
44,Costa Rica,99899.01598173517,658.9634703196347,641.6669931506848,1290.0844748858447,8.276255707762557,8.061990867579908,19610.67537442923,129.35783333333336,125.96241552511424,253.25005479452045,1.624648401826485,1.5825844748858446,1.0858904109589056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.6415525114157,283264.0,55.60615525114154,0.41118949771689517,2042.0456621004566,0.40085616438356186,0.220146118721461,7.786301369863015,16394.97488584475,10577.0,5817.974885844749,0.0,2358.497716894977,0.3218264840182648,0.20764840182648406,0.11424657534246575,462.9908675799087,63.2590182648403,5094114.0,96.07900000000006,33.60000000000024,9.467999999999938,5.69399999999997,15524.995000000092,1.3000000000000025,137.97299999999962,8.780000000000081,6.400000000000052,17.399999999999867,83.84100000000029,1.1299999999999963,80.27999999999952,0.810000000000002
45,Cote d'Ivoire,20067.50115473441,107.7621247113164,107.52293995381058,122.03926096997691,0.6882217090069284,0.6810000000000004,760.7586743648958,4.085260969976907,4.076182448036954,4.626489607390303,0.026150115473441135,0.02574595842956123,1.0051501154734412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.9976905311778,207496.77598152426,7.8662124711316395,0.05206928406466513,1413.0993071593534,0.053577367205542716,0.07118244803695142,19.95127020785221,15928.838337182448,15928.838337182448,0.0,696.7528868360278,717.1385681293302,0.06036951501154734,0.06036951501154734,0.0,27.17782909930716,39.3408083140879,26378275.0,76.39900000000048,18.69999999999987,2.932999999999993,1.5819999999999945,3601.0060000000326,28.200000000000152,303.7400000000022,2.419999999999984,0.0,0.0,19.350999999999885,0.0,57.77999999999979,0.5380000000000036
46,Croatia,103313.14732142857,782.3794642857143,778.2994285714287,2110.3191964285716,17.272321428571427,17.078441964285712,25165.99337276786,190.57937946428578,189.58555357142856,514.0515133928571,4.207388392857142,4.160131696428569,1.036919642857143,0.0,0.0,830.1852678571429,202.22439955357154,0.0,0.0,87.01852678571426,21.196796874999997,3735.0848214285716,533556.2767857143,129.96868973214282,0.9098415178571436,4252.310267857143,1.0358281250000003,0.12003571428571448,87.90602678571432,93244.37723214286,72886.02008928571,20026.66964285714,1877.1986607142858,2878.520089285714,2.2712276785714285,1.7753571428571424,0.48783482142857143,701.1875,48.12589285714301,4105268.0,73.72599999999952,44.0,19.724000000000114,13.052999999999944,22669.797000000108,0.6999999999999941,253.7820000000024,5.589999999999997,34.29999999999973,39.899999999999885,0.0,5.539999999999973,78.49000000000053,0.8509999999999992
47,Cuba,22007.93287037037,290.53472222222223,282.1127523148149,182.75694444444446,1.8842592592592593,1.8188472222222214,1943.0280925925929,25.65062268518518,24.907055555555555,16.13515509259258,0.16634490740740748,0.16063425925925934,1.042037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9242.097222222223,1128245.5787037036,99.6101111111111,0.8159629629629627,9083.381944444445,0.8019606481481476,0.020020833333333314,131.71967592592586,162.03703703703704,162.03703703703704,0.0,0.0,0.0,0.0014351851851851852,0.0014351851851851852,0.0,0.0,73.54666666666695,11326616.0,110.40800000000071,43.10000000000005,14.73800000000006,9.719000000000042,0.0,0.0,190.96799999999917,8.269999999999984,17.100000000000126,53.29999999999958,85.19799999999988,5.200000000000013,78.79999999999963,0.7829999999999993
48,Curacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66305.24,48693.98,17611.26,1671.0,2027.68,40.405,29.673799999999996,10.7316,12356.32,0.0,164100.0,362.6440000000002,41.700000000000024,16.36699999999999,10.067999999999994,0.0,0.0,0.0,11.620000000000003,0.0,0.0,0.0,0.0,78.88000000000008,0.0
49,Cyprus,15727.434782608696,163.0,161.79535469107543,93.22883295194508,0.7940503432494279,0.7868970251716247,17955.762917620137,186.09451029748288,184.71920137299776,106.43788558352405,0.9065697940503438,0.8982906178489699,1.0389244851258594,11.583524027459955,13.224725400457668,74.89702517162472,85.50872997711672,0.9479885583524027,1.0823089244851256,7.947359267734553,9.07337299771167,14210.931350114417,1133729.23798627,1294.3606979405042,16.224386727688795,13693.670480549199,15.633862700228823,0.012439359267734523,278.3018306636154,12054.409610983981,8960.686498855835,3092.0297482837527,119.98855835240275,953.9725400457666,1.3762242562929061,1.0230434782608697,0.35295194508009153,1089.1601830663615,66.89215102974812,875899.0,127.65699999999937,37.2999999999997,13.416000000000103,8.56300000000007,32415.1319999998,0.0,141.17100000000062,9.239999999999895,19.60000000000016,52.70000000000042,0.0,3.4000000000000172,80.97999999999989,0.8870000000000003
50,Czechia,492024.1783295711,3731.6004514672686,3726.1912392776535,8191.747178329571,67.52370203160271,67.37117832957111,45945.00006997741,348.4552099322796,347.9500948081267,764.9417200902936,6.30535440180587,6.291090293453725,1.0552595936794589,530.9187358916479,49.576954853273136,2950.4695259593677,275.51351918735884,130.30720316027086,12.16802934537246,693.9431783295712,64.80011286681716,46217.66817155756,0.0,0.0,4.315778781038374,45327.68171557562,4.232683972911964,0.07343792325056446,12.211512415349887,427017.4221218962,297500.77878103836,130153.33182844243,9516.148984198646,9137.598194130926,3.987516930022573,2.778081264108352,1.2152370203160274,853.2641083521445,58.522528216704266,10708982.0,137.17599999999956,43.29999999999964,19.02700000000004,11.579999999999945,32605.9059999999,0.0,227.48500000000053,6.8200000000000385,30.5,38.299999999999685,0.0,6.630000000000069,79.38000000000012,0.8999999999999945
51,Democratic Republic of Congo,13340.736720554272,70.6905311778291,70.44507159353348,359.26558891454965,1.792147806004619,1.790815242494228,148.95631870669754,0.7892794457274823,0.7865612009237885,4.011346420323327,0.01993302540415705,0.01999999999999998,1.005958429561201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.70207852193994,0.0,0.0,0.003540415704387976,263.6166281755196,0.0029168591224018416,0.13057736720554278,4.418013856812933,23.43187066974596,23.43187066974596,0.0,0.0,18.448036951501155,2.309468822170901e-05,2.309468822170901e-05,0.0,0.19861431870669746,47.3133256351038,89561404.0,35.879000000000346,17.0,3.0199999999999867,1.745000000000004,808.1329999999941,77.09999999999938,318.94899999999666,6.099999999999951,0.0,0.0,4.4719999999999835,0.0,60.680000000000234,0.4799999999999969
52,Denmark,83661.06369426752,569.0870488322718,562.7303630573247,1029.7770700636943,5.316348195329087,5.310923566878978,14443.738208067934,98.2505520169851,97.15306794055208,177.78675371549903,0.9178853503184714,0.9169065817409784,0.9893630573248408,28.681528662420384,4.951764331210191,172.6815286624204,29.81276433121019,0.0,0.0,28.881598726114657,4.986282377919321,58733.67728237792,6523120.464968153,1126.1898789808915,10.140133757961783,57684.12951167728,9.958919320594479,0.01581316348195322,175.63524416135888,270506.58174097666,180872.6475583864,89633.93418259024,5725.042462845011,5496.195329087049,4.6701273885350325,3.1226539278131638,1.5474946921443737,948.8980891719746,52.837112526539194,5792203.0,136.51999999999862,42.29999999999963,19.676999999999843,12.324999999999893,46682.51500000031,0.2000000000000017,114.76699999999984,6.409999999999977,19.300000000000043,18.800000000000065,0.0,2.5,80.90000000000072,0.939999999999998
53,Djibouti,5279.474178403756,26.84037558685446,26.769305164319253,56.2887323943662,0.3544600938967136,0.35449061032863866,5343.586528169013,27.16625352112678,27.09436384976527,56.97230751173697,0.35874413145539924,0.3588169014084509,0.9735915492957752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.666666666666664,53.50469483568075,1.1619718309859155,0.0,6.55868544600939,0.005539906103286385,0.005422535211267606,0.00011737089201877935,6.636150234741784,51.18154929577434,988002.0,41.28499999999988,25.3999999999998,4.212999999999978,2.379999999999996,2705.4059999999804,22.5,258.0369999999977,6.050000000000012,1.7000000000000075,24.5,0.0,1.3999999999999888,67.11000000000037,0.5240000000000008
54,Dominica,68.54265402843602,0.4218009478672986,0.41198341232227487,0.0,0.0,0.0,952.1003175355443,5.859099526066353,5.722753554502376,0.0,0.0,0.0,0.048507109004739334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.9857819905213,655.3388625592418,105.64691943127963,14.566350710900474,78.17298578199052,1.0570379146919429,0.910260663507109,0.14675355450236965,1085.8838862559242,41.78476303317543,71991.0,98.56700000000005,0.0,0.0,0.0,9673.367000000062,0.0,227.37600000000012,11.619999999999914,0.0,0.0,0.0,3.799999999999972,75.0,0.7420000000000001
55,Dominican Republic,120969.04740406321,627.3566591422122,621.5340135440181,1809.3047404063204,8.10158013544018,8.051902934537244,11151.375182844242,57.83204063205419,57.29531151241537,166.78844018058703,0.7468216704288941,0.7422212189616252,1.024943566591423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697.316027088036,440207.41309255076,40.57994808126411,0.2486636568848758,3300.112866817156,0.3042347629796841,0.18292550790067727,5.42641083521445,131427.8690744921,90119.31151241536,41308.55756207675,4305.72460496614,6511.115124153499,1.2114672686230248,0.8306997742663657,0.38076749435665913,600.1986455981942,72.8061399548533,10847904.0,222.87300000000207,27.60000000000022,6.981000000000072,4.41900000000004,14600.860999999866,1.600000000000013,266.65300000000195,8.199999999999939,8.5,19.100000000000154,55.182000000000414,1.600000000000013,74.08000000000084,0.7559999999999935
56,Ecuador,157487.05417607224,927.471783295711,919.2160677200901,9701.751693002258,44.66365688487585,44.10450338600452,8926.289097065463,52.56863882618511,52.100702031602694,549.8905214446952,2.531507900677199,2.499819413092551,1.0535891647855524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.907449209932,469939.87584650115,26.635970654627553,0.16539954853273117,2925.0880361173813,0.1658058690744922,0.15534537246049662,2.045598194130926,72528.77878103837,54973.200902934535,17555.57787810384,2261.015801354402,3189.027088036117,0.4110835214446952,0.31167042889390517,0.09959367945823926,180.7629796839729,68.9867042889386,17643060.0,66.93899999999944,28.100000000000225,7.103999999999955,4.458000000000036,10581.936000000067,3.599999999999978,140.44799999999856,5.550000000000003,2.0,12.300000000000102,80.63499999999952,1.5,77.0099999999994,0.7589999999999982
57,Egypt,102647.94553376906,537.9281045751634,530.1117538126365,5775.350762527233,31.34640522875817,30.95674727668845,1003.0639084967326,5.256572984749455,5.180193899782129,56.43606100217866,0.30631154684095885,0.30250762527233155,1.0025272331154673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7620.995642701525,6588.59477124183,1032.400871459695,0.0,2772.7755991285403,0.007429193899782136,0.006427015250544663,0.0010021786492374729,27.04139433551198,58.619063180827965,102334403.0,97.9990000000008,25.299999999999876,5.159000000000057,2.8910000000000062,10550.205999999936,1.3000000000000003,525.4320000000006,17.31000000000017,0.20000000000000168,50.09999999999977,89.82699999999983,1.6000000000000134,71.99000000000069,0.706999999999995
58,El Salvador,32355.677647058823,168.18588235294118,167.19393411764693,957.4752941176471,5.155294117647059,5.123703529411762,4988.386536470587,25.929816470588236,25.77688235294116,147.61727058823527,0.7948752941176485,0.7899741176470586,0.9841176470588248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.150588235294,378183.1482352941,58.3058023529412,0.3237741176470591,2081.5976470588234,0.32093411764705854,0.0657388235294118,16.964235294117653,49004.02117647059,40175.077647058824,5453.327058823529,1980.6470588235295,3061.383529411765,0.7555058823529412,0.6194352941176471,0.0840705882352941,471.99529411764706,64.42232941176442,6486201.0,307.8110000000013,27.600000000000215,8.273000000000037,5.416999999999958,7292.458000000063,2.200000000000016,167.29499999999865,8.869999999999921,2.5,18.800000000000125,90.65000000000072,1.300000000000004,73.31999999999977,0.6730000000000017
59,Equatorial Guinea,4241.818181818182,17.934731934731936,17.930414918414925,66.56876456876456,0.26107226107226106,0.2611002331002332,3023.423759906764,12.783272727272726,12.780158508158523,47.448067599067656,0.18610023310023308,0.18609557109557087,0.5953613053613059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.1328671328671,476.13519813519815,88.997668997669,0.0,140.75990675990676,0.04027972027972028,0.033939393939393936,0.006340326340326341,100.31701631701631,0.0,1402985.0,45.193999999999804,22.399999999999817,2.846000000000003,1.7519999999999896,22604.872999999836,0.0,202.81200000000092,7.780000000000062,0.0,0.0,24.639999999999983,2.100000000000015,58.740000000000435,0.5920000000000059
60,Eritrea,1124.177304964539,9.14420803782506,9.061808510638297,2.6359338061465722,0.03309692671394799,0.029073286052009453,316.98867139479916,2.578460992907801,2.5552174940898342,0.7433333333333334,0.009333333333333332,0.008200945626477541,0.6333806146572111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.70709219858152,3546427.0,44.30400000000008,19.30000000000013,3.6069999999999856,2.171000000000019,1510.4589999999955,0.0,311.11000000000047,6.050000000000011,0.20000000000000157,11.4,0.0,0.6999999999999944,66.31999999999977,0.4590000000000026
61,Estonia,26263.991452991453,271.8076923076923,270.4340876068377,256.3397435897436,2.6132478632478633,2.5977094017094022,19798.883741453003,204.89990811965816,203.86438247863248,193.23948504273508,1.9700170940170945,1.958254273504275,0.9751709401709392,18.98931623931624,14.314957264957275,186.97435897435898,140.9490427350427,1.793705128205128,1.3521666666666667,18.282643162393164,13.782215811965811,2924.3952991452993,426185.797008547,321.2764935897437,2.2045512820512827,2898.9358974358975,2.185337606837607,0.0559059829059829,95.09465811965808,60974.15811965812,44881.207264957266,16092.950854700855,1252.258547008547,1217.5149572649573,4.596666666666668,3.383482905982906,1.2132051282051284,917.8098290598291,42.611773504273614,1326539.0,31.032999999999838,42.70000000000038,19.452000000000087,13.490999999999987,29481.25200000021,0.5,255.56900000000218,4.0199999999999845,24.5,39.299999999999656,0.0,4.690000000000041,78.7400000000004,0.8919999999999968
62,Eswatini,7392.041860465116,43.07674418604651,43.03788837209303,229.87441860465117,1.5627906976744186,1.5611627906976746,6371.5490674418625,37.12990232558137,37.09633953488374,198.13969069767438,1.3470744186046508,1.3455837209302342,0.8355581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.4697674418604,580.4697674418604,0.0,3.1744186046511627,105.34651162790698,0.050046511627906985,0.050046511627906985,0.0,90.8232558139535,65.5858837209301,1160164.0,79.49199999999924,21.5,3.163000000000009,1.845000000000018,7738.975000000059,0.0,333.4360000000001,3.9400000000000377,1.700000000000008,16.5,24.096999999999888,2.100000000000015,60.18999999999963,0.6109999999999957
63,Ethiopia,88530.35266821345,618.6682134570766,615.5588283062642,1322.3735498839908,9.299303944315545,9.195916473317867,770.073027842227,5.381422273781901,5.35438515081206,11.50251740139212,0.08085382830626432,0.07996287703016236,0.9663109048723906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152.547563805105,1197331.5406032482,10.414895591647333,0.053529002320185544,6122.8700696055685,0.0532529002320185,0.08726218097447795,39.00301624129931,53487.533642691415,0.0,0.0,888.6728538283063,2429.5150812064967,0.04656612529002319,0.0,0.0,21.134570765661252,61.03552204176321,114963583.0,104.95700000000015,19.80000000000009,3.5260000000000087,2.0629999999999904,1729.9270000000154,26.70000000000012,182.6339999999998,7.469999999999942,0.4000000000000032,8.5,7.960000000000029,0.2999999999999981,66.59999999999953,0.485000000000005
64,Faeroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4471.472222222223,2997.972222222222,1473.5,66.04629629629629,206.35185185185185,9.150833333333331,6.135462962962964,3.0153703703703703,4222.898148148148,37.55277777777781,48865.0,35.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.67000000000006,0.0
65,Falkland Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.38805970149255,159.26865671641792,52.11940298507463,0.0,73.6268656716418,6.0692537313432835,4.572835820895523,1.496417910447761,21139.13432835821,0.0,3483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.43999999999994,0.0
66,Fiji,37.358649789029535,0.3670886075949367,0.34604008438818584,1.2067510548523206,0.008438818565400843,0.007843881856540079,41.67430379746825,0.4095253164556962,0.385896624472574,1.3461666666666636,0.009417721518987343,0.008721518987341767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.83755274261604,12709.518987341773,14.17771097046414,0.137042194092827,126.5295358649789,0.14116455696202537,0.0034957805907172824,198.2896624472574,504.1835443037975,504.1835443037975,0.0,59.69409282700422,186.5548523206751,0.05624472573839662,0.05624472573839662,0.0,208.1223628691983,51.252721518987116,896444.0,49.56200000000046,28.600000000000232,6.224000000000032,3.284000000000032,8702.975000000064,1.3999999999999875,412.82000000000454,14.48999999999985,10.199999999999909,34.7999999999997,0.0,2.29999999999998,67.43999999999944,0.7429999999999961
67,Finland,25274.612631578948,189.9978947368421,188.7834673684211,409.92842105263156,1.9642105263157894,1.9588063157894735,4561.613237894736,34.29119789473683,34.07203789473683,73.98471157894735,0.35442736842105227,0.35356421052631587,0.9532421052631569,15.181052631578947,2.739873684210523,73.70947368421052,13.303248421052633,0.0,0.0,0.0,0.0,10033.907368421053,1512397.7789473685,272.96060631578956,1.8109515789473667,9968.650526315789,1.7991810526315788,0.019157894736842075,134.63600000000005,185499.50947368421,164454.43578947367,19985.633684210527,3849.8336842105264,4927.709473684211,3.3479578947368434,2.968126315789473,0.36073684210526313,889.3578947368421,42.87806315789476,5540718.0,18.13600000000021,42.79999999999962,21.227999999999884,13.264000000000069,40585.721000000434,0.0,153.50699999999904,5.760000000000049,18.30000000000008,22.6000000000002,0.0,3.2799999999999776,81.91000000000044,0.9379999999999922
68,France,1638226.9958333333,12379.9375,12310.24999375001,44614.1375,224.94375,224.05267291666664,24246.949712499998,183.23205833333338,182.20066041666678,660.3216416666669,3.3293229166666674,3.316145833333334,1.0638124999999998,2455.1354166666665,36.33779583333334,16800.4625,248.65907083333332,168.98116666666664,2.5010395833333328,917.7857708333337,13.583900000000002,168391.95,0.0,0.0,2.4923270833333353,165747.17083333334,2.453174999999999,0.044556250000000006,21.846666666666675,2630387.152083333,1901199.1145833333,733200.8395833333,60721.333333333336,58020.84583333333,3.8931874999999994,2.813916666666666,1.0851874999999995,858.7458333333333,60.38604166666661,67564251.0,122.57800000000093,42.0,19.71800000000001,13.07899999999995,38605.67100000008,0.0,86.05999999999997,4.7699999999999845,30.100000000000243,35.600000000000186,0.0,5.980000000000016,82.66000000000051,0.901000000000007
